Case_ID,refrence_summary ,generated_summary,ROUGE-1_Precision,ROUGE-1_Recall,ROUGE-1_F1,ROUGE-2_Precision,ROUGE-2_Recall,ROUGE-2_F1,ROUGE-L_Precision,ROUGE-L_Recall,ROUGE-L_F1
IM-PA-0016,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
PR-MI-0002,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
IM-NY-0024,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
PC-MI-0003,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
VR-VA-0067,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
JC-OR-0010,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
DR-TN-0001,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
CW-CA-0005,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
DR-PA-0001,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
PC-MS-0001,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
IM-NY-0007,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
CJ-MO-0001,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
JI-CT-0004,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-IL-0123,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-NY-0194,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-UT-0013,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-AR-0025,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-IA-0003,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-TX-0179,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-NY-0041,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
CJ-AL-0001,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-AL-0057,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-NC-0130,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-FL-0124,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
NS-DC-0077,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-TX-0253,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
IM-MD-0001,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-IN-0121,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-TX-0425,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
FH-NC-0002,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-TX-0055,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-CA-0085,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-MI-0069,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-NV-0034,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-TX-0357,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-WI-0031,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
PC-MA-0032,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-LA-0004,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-MI-0149,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-PA-0168,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-TX-0243,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-FL-0065,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-WA-0025,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
PN-AZ-0002,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
NS-CA-0016,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-NC-0095,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-TX-0354,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-MI-0048,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-GU-0001,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
IM-NY-0054,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-CA-0030,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
JC-IL-0006,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
FA-DC-0006,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-CA-0111,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-AR-0063,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-GA-0095,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-AZ-0064,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-NC-0086,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-MI-0138,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-PA-0147,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
FH-SD-0001,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-PA-0138,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-AL-0119,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
EE-FL-0072,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
PN-DC-0012,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded,Limit_Exceeded
